2017-05-01,105
2017-05-02,0
2017-05-03,0
2017-05-04,0
2017-05-05,156
2017-05-06,0
2017-05-07,0
2017-05-08,155
2017-05-09,160
2017-05-10,500
2017-05-11,170
2017-05-12,170
2017-05-13,0
2017-05-14,0
2017-05-15,170
2017-05-16,173
2017-05-17,519
2017-05-18,170
2017-05-19,173
2017-05-20,0
2017-05-21,0
2017-05-22,172
2017-05-23,180
2017-05-24,740
2017-05-25,0
2017-05-26,189
2017-05-27,0
2017-05-28,0
2017-05-29,176
2017-05-30,180
2017-05-31,554
